[2016-10-25 09:40:28,919] : 东方财富开始爬取...
[2016-10-25 13:05:03,016] : 爬取第1页
[2016-10-25 13:05:03,335] : 爬取完成，解析0条数据
[2016-10-25 13:05:13,354] : 爬取第1页
[2016-10-25 13:05:13,689] : 爬取完成，解析0条数据
[2016-10-25 13:05:23,705] : 爬取第1页
[2016-10-25 13:05:23,926] : 爬取完成，解析0条数据
[2016-10-25 13:05:33,936] : 爬取第1页
[2016-10-25 13:05:34,844] : 爬取完成，解析0条数据
[2016-10-25 13:05:44,859] : 爬取第1页
[2016-10-25 13:05:45,961] : 爬取完成，解析0条数据
[2016-10-25 13:05:55,992] : 爬取第1页
[2016-10-25 13:05:56,709] : 爬取完成，解析0条数据
[2016-10-25 13:06:06,730] : 爬取第1页
[2016-10-25 13:06:08,020] : 爬取完成，解析0条数据
[2016-10-25 13:06:18,029] : 爬取第1页
[2016-10-25 13:06:19,473] : 爬取完成，解析0条数据
[2016-10-25 13:06:29,497] : 爬取第1页
[2016-10-25 13:06:29,870] : 爬取完成，解析0条数据
[2016-10-25 13:06:39,888] : 爬取第1页
[2016-10-25 13:06:40,695] : 爬取完成，解析0条数据
[2016-10-25 13:06:50,719] : 爬取第1页
[2016-10-25 13:06:51,320] : 爬取完成，解析0条数据
[2016-10-25 13:07:01,347] : 爬取第1页
[2016-10-25 13:07:01,637] : 爬取完成，解析0条数据
[2016-10-25 13:07:11,651] : 爬取第1页
[2016-10-25 13:07:12,012] : 爬取完成，解析0条数据
[2016-10-25 13:07:22,020] : 爬取第1页
[2016-10-25 13:07:23,272] : 爬取完成，解析0条数据
[2016-10-25 13:07:33,306] : 爬取第1页
[2016-10-25 13:07:33,672] : 爬取完成，解析0条数据
[2016-10-25 13:07:43,692] : 爬取第1页
[2016-10-25 13:07:44,602] : 爬取完成，解析0条数据
[2016-10-25 13:07:54,616] : 爬取第1页
[2016-10-25 13:07:56,107] : 爬取完成，解析0条数据
[2016-10-25 13:08:06,133] : 爬取第1页
[2016-10-25 13:08:07,170] : 爬取完成，解析0条数据
[2016-10-25 13:08:17,192] : 爬取第1页
[2016-10-25 13:08:17,905] : 成功入库3条
[2016-10-25 13:08:27,913] : 爬取第1页
[2016-10-25 13:08:28,289] : 爬取完成，解析0条数据
[2016-10-25 13:08:38,298] : 爬取第1页
[2016-10-25 13:08:38,590] : 爬取完成，解析0条数据
[2016-10-25 13:08:48,628] : 爬取第1页
[2016-10-25 13:08:48,972] : 爬取完成，解析0条数据
[2016-10-25 13:08:59,008] : 爬取第1页
[2016-10-25 13:08:59,332] : 爬取完成，解析0条数据
[2016-10-25 13:09:09,342] : 爬取第1页
[2016-10-25 13:09:10,163] : 爬取完成，解析0条数据
[2016-10-25 13:09:20,176] : 爬取第1页
[2016-10-25 13:09:20,564] : 爬取完成，解析0条数据
[2016-10-25 13:09:30,581] : 爬取第1页
[2016-10-25 13:09:31,568] : 爬取完成，解析0条数据
[2016-10-25 13:09:41,585] : 爬取第1页
[2016-10-25 13:09:42,146] : 爬取完成，解析0条数据
[2016-10-25 13:09:52,167] : 爬取第1页
[2016-10-25 13:09:52,564] : 爬取完成，解析0条数据
[2016-10-25 13:10:02,593] : 爬取第1页
[2016-10-25 13:10:02,900] : 爬取完成，解析0条数据
[2016-10-25 13:10:12,910] : 爬取第1页
[2016-10-25 13:10:13,609] : 爬取完成，解析0条数据
[2016-10-25 13:10:23,623] : 爬取第1页
[2016-10-25 13:10:24,326] : 爬取完成，解析0条数据
[2016-10-25 13:10:34,335] : 爬取第1页
[2016-10-25 13:10:35,020] : 爬取完成，解析0条数据
[2016-10-25 13:10:45,045] : 爬取第1页
[2016-10-25 13:10:46,114] : 爬取完成，解析0条数据
[2016-10-25 13:10:56,138] : 爬取第1页
[2016-10-25 13:10:57,347] : 爬取完成，解析0条数据
[2016-10-25 13:11:07,371] : 爬取第1页
[2016-10-25 13:11:09,089] : 爬取完成，解析0条数据
[2016-10-25 13:11:19,097] : 爬取第1页
[2016-10-25 13:11:20,043] : 爬取完成，解析0条数据
[2016-10-25 13:11:30,051] : 爬取第1页
[2016-10-25 13:11:30,850] : 爬取完成，解析0条数据
[2016-10-25 13:11:40,860] : 爬取第1页
[2016-10-25 13:11:41,362] : 爬取完成，解析0条数据
[2016-10-25 13:11:51,374] : 爬取第1页
[2016-10-25 13:11:52,165] : 爬取完成，解析0条数据
[2016-10-25 13:12:02,174] : 爬取第1页
[2016-10-25 13:12:03,071] : 爬取完成，解析0条数据
[2016-10-25 13:12:13,112] : 爬取第1页
[2016-10-25 13:12:14,127] : 爬取完成，解析0条数据
[2016-10-25 13:12:24,138] : 爬取第1页
[2016-10-25 13:12:29,843] : 爬取完成，解析0条数据
[2016-10-25 13:12:39,852] : 爬取第1页
[2016-10-25 13:12:41,394] : 爬取完成，解析0条数据
[2016-10-25 13:12:51,403] : 爬取第1页
[2016-10-25 13:12:51,806] : 爬取完成，解析0条数据
[2016-10-25 13:13:01,817] : 爬取第1页
[2016-10-25 13:13:04,174] : 爬取完成，解析0条数据
[2016-10-25 13:13:14,201] : 爬取第1页
[2016-10-25 13:13:14,630] : 成功入库8条
[2016-10-25 13:13:24,647] : 爬取第1页
[2016-10-25 13:13:25,614] : 爬取完成，解析0条数据
[2016-10-25 13:13:35,623] : 爬取第1页
[2016-10-25 13:13:36,198] : 爬取完成，解析0条数据
[2016-10-25 13:13:46,207] : 爬取第1页
[2016-10-25 13:13:46,592] : 爬取完成，解析0条数据
[2016-10-25 13:13:56,606] : 爬取第1页
[2016-10-25 13:13:57,926] : 爬取完成，解析0条数据
[2016-10-25 13:14:07,935] : 爬取第1页
[2016-10-25 13:14:32,738] : 爬取完成，解析0条数据
[2016-10-25 13:14:42,747] : 爬取第1页
[2016-10-25 13:14:45,939] : 爬取完成，解析0条数据
[2016-10-25 13:14:55,962] : 爬取第1页
[2016-10-25 13:14:57,609] : 爬取完成，解析0条数据
[2016-10-25 13:15:07,619] : 爬取第1页
[2016-10-25 13:15:08,188] : 爬取完成，解析0条数据
[2016-10-25 13:15:18,196] : 爬取第1页
[2016-10-25 13:15:19,902] : 爬取完成，解析0条数据
[2016-10-25 13:15:29,927] : 爬取第1页
[2016-10-25 13:15:31,435] : 爬取完成，解析0条数据
[2016-10-25 13:15:41,443] : 爬取第1页
[2016-10-25 13:15:42,135] : 爬取完成，解析0条数据
[2016-10-25 13:15:52,144] : 爬取第1页
[2016-10-25 13:15:53,915] : 爬取完成，解析0条数据
[2016-10-25 13:16:03,925] : 爬取第1页
[2016-10-25 13:16:04,230] : 爬取完成，解析0条数据
[2016-10-25 13:16:14,247] : 爬取第1页
[2016-10-25 13:16:15,469] : 爬取完成，解析0条数据
[2016-10-25 13:16:25,478] : 爬取第1页
[2016-10-25 13:16:27,706] : 爬取完成，解析0条数据
[2016-10-25 13:16:37,722] : 爬取第1页
[2016-10-25 13:16:38,182] : 爬取完成，解析0条数据
[2016-10-25 13:16:48,201] : 爬取第1页
[2016-10-25 13:16:48,928] : 爬取完成，解析0条数据
[2016-10-25 13:16:58,981] : 爬取第1页
[2016-10-25 13:17:01,746] : 爬取完成，解析0条数据
[2016-10-25 13:17:11,765] : 爬取第1页
[2016-10-25 13:17:12,915] : 爬取完成，解析0条数据
[2016-10-25 13:17:22,930] : 爬取第1页
[2016-10-25 13:17:23,794] : 爬取完成，解析0条数据
[2016-10-25 13:17:33,827] : 爬取第1页
[2016-10-25 13:17:36,214] : 爬取完成，解析0条数据
[2016-10-25 13:17:46,239] : 爬取第1页
[2016-10-25 13:17:47,499] : 爬取完成，解析0条数据
[2016-10-25 13:17:57,509] : 爬取第1页
[2016-10-25 13:17:58,738] : 爬取完成，解析0条数据
[2016-10-25 13:18:08,754] : 爬取第1页
[2016-10-25 13:18:09,379] : 爬取完成，解析0条数据
[2016-10-25 13:18:19,404] : 爬取第1页
[2016-10-25 13:18:22,922] : 成功入库8条
[2016-10-25 13:18:32,956] : 爬取第1页
[2016-10-25 13:18:33,889] : 爬取完成，解析0条数据
[2016-10-25 13:18:43,923] : 爬取第1页
[2016-10-25 13:18:45,481] : 爬取完成，解析0条数据
[2016-10-25 13:18:55,490] : 爬取第1页
[2016-10-25 13:18:56,979] : 爬取完成，解析0条数据
[2016-10-25 13:19:06,989] : 爬取第1页
[2016-10-25 13:19:07,407] : 爬取完成，解析0条数据
[2016-10-25 13:19:17,428] : 爬取第1页
[2016-10-25 13:19:19,357] : 爬取完成，解析0条数据
[2016-10-25 13:19:29,367] : 爬取第1页
[2016-10-25 13:19:31,009] : 爬取完成，解析0条数据
[2016-10-25 13:19:41,044] : 爬取第1页
[2016-10-25 13:19:41,910] : 爬取完成，解析0条数据
[2016-10-25 13:19:51,920] : 爬取第1页
[2016-10-25 13:19:56,417] : 爬取完成，解析0条数据
[2016-10-25 13:20:06,426] : 爬取第1页
[2016-10-25 13:20:07,747] : 爬取完成，解析0条数据
[2016-10-25 13:20:17,763] : 爬取第1页
[2016-10-25 13:20:18,371] : 爬取完成，解析0条数据
[2016-10-25 13:20:28,387] : 爬取第1页
[2016-10-25 13:20:29,441] : 爬取完成，解析0条数据
[2016-10-25 13:20:39,463] : 爬取第1页
[2016-10-25 13:20:39,793] : 爬取完成，解析0条数据
[2016-10-25 13:20:49,804] : 爬取第1页
[2016-10-25 13:20:51,628] : 爬取完成，解析0条数据
[2016-10-25 13:21:01,647] : 爬取第1页
[2016-10-25 13:21:06,314] : 爬取完成，解析0条数据
[2016-10-25 13:21:16,332] : 爬取第1页
[2016-10-25 13:21:19,542] : 爬取完成，解析0条数据
[2016-10-25 13:21:29,563] : 爬取第1页
[2016-10-25 13:21:32,908] : 爬取完成，解析0条数据
[2016-10-25 13:21:42,927] : 爬取第1页
[2016-10-25 13:21:43,716] : 爬取完成，解析0条数据
[2016-10-25 13:21:53,734] : 爬取第1页
[2016-10-25 13:21:55,267] : 爬取完成，解析0条数据
[2016-10-25 13:22:05,283] : 爬取第1页
[2016-10-25 13:22:08,116] : 爬取完成，解析0条数据
[2016-10-25 13:22:18,126] : 爬取第1页
[2016-10-25 13:22:20,571] : 爬取完成，解析0条数据
[2016-10-25 13:22:30,580] : 爬取第1页
[2016-10-25 13:22:34,582] : 爬取完成，解析0条数据
[2016-10-25 13:22:44,598] : 爬取第1页
[2016-10-25 13:22:45,716] : 爬取完成，解析0条数据
[2016-10-25 13:22:55,738] : 爬取第1页
[2016-10-25 13:22:56,222] : 爬取完成，解析0条数据
[2016-10-25 13:23:06,234] : 爬取第1页
[2016-10-25 13:23:07,356] : 爬取完成，解析0条数据
[2016-10-25 13:23:17,378] : 爬取第1页
[2016-10-25 13:23:17,730] : 爬取完成，解析0条数据
[2016-10-25 13:23:27,748] : 爬取第1页
[2016-10-25 13:23:29,659] : 成功入库7条
[2016-10-25 13:23:39,687] : 爬取第1页
[2016-10-25 13:23:41,148] : 爬取完成，解析0条数据
[2016-10-25 13:23:51,191] : 爬取第1页
[2016-10-25 13:23:52,015] : 爬取完成，解析0条数据
[2016-10-25 13:24:02,028] : 爬取第1页
[2016-10-25 13:24:03,079] : 爬取完成，解析0条数据
[2016-10-25 13:24:13,105] : 爬取第1页
[2016-10-25 13:24:13,452] : 爬取完成，解析0条数据
[2016-10-25 13:24:23,469] : 爬取第1页
[2016-10-25 13:24:24,112] : 爬取完成，解析0条数据
[2016-10-25 13:24:34,140] : 爬取第1页
[2016-10-25 13:24:35,023] : 爬取完成，解析0条数据
[2016-10-25 13:24:45,032] : 爬取第1页
[2016-10-25 13:24:52,985] : 爬取完成，解析0条数据
[2016-10-25 13:25:03,001] : 爬取第1页
[2016-10-25 13:25:04,382] : 爬取完成，解析0条数据
[2016-10-25 13:25:14,392] : 爬取第1页
[2016-10-25 13:25:15,158] : 爬取完成，解析0条数据
[2016-10-25 13:25:25,176] : 爬取第1页
[2016-10-25 13:25:26,794] : 爬取完成，解析0条数据
[2016-10-25 13:25:36,803] : 爬取第1页
[2016-10-25 13:25:38,400] : 爬取完成，解析0条数据
[2016-10-25 13:25:48,409] : 爬取第1页
[2016-10-25 13:25:48,790] : 爬取完成，解析0条数据
[2016-10-25 13:25:58,811] : 爬取第1页
[2016-10-25 13:25:59,828] : 爬取完成，解析0条数据
[2016-10-25 13:26:09,845] : 爬取第1页
[2016-10-25 13:26:12,807] : 爬取完成，解析0条数据
[2016-10-25 13:26:22,824] : 爬取第1页
[2016-10-25 13:26:24,783] : 爬取完成，解析0条数据
[2016-10-25 13:26:34,800] : 爬取第1页
[2016-10-25 13:26:37,697] : 爬取完成，解析0条数据
[2016-10-25 13:26:47,738] : 爬取第1页
[2016-10-25 13:26:48,255] : 爬取完成，解析0条数据
[2016-10-25 13:26:58,275] : 爬取第1页
[2016-10-25 13:26:59,935] : 爬取完成，解析0条数据
[2016-10-25 13:27:09,963] : 爬取第1页
[2016-10-25 13:27:11,741] : 爬取完成，解析0条数据
[2016-10-25 13:27:21,783] : 爬取第1页
[2016-10-25 13:27:25,956] : 爬取完成，解析0条数据
[2016-10-25 13:27:35,974] : 爬取第1页
[2016-10-25 13:27:36,643] : 爬取完成，解析0条数据
[2016-10-25 13:27:46,654] : 爬取第1页
[2016-10-25 13:27:48,810] : 爬取完成，解析0条数据
[2016-10-25 13:27:58,820] : 爬取第1页
[2016-10-25 13:28:00,149] : 爬取完成，解析0条数据
[2016-10-25 13:28:10,162] : 爬取第1页
[2016-10-25 13:28:10,430] : 爬取完成，解析0条数据
[2016-10-25 13:28:20,448] : 爬取第1页
[2016-10-25 13:28:21,590] : 爬取完成，解析0条数据
[2016-10-25 13:28:31,599] : 爬取第1页
[2016-10-25 13:28:33,450] : 成功入库5条
[2016-10-25 13:28:43,466] : 爬取第1页
[2016-10-25 13:28:43,859] : 爬取完成，解析0条数据
[2016-10-25 13:28:53,890] : 爬取第1页
[2016-10-25 13:28:55,673] : 爬取完成，解析0条数据
[2016-10-25 13:29:05,693] : 爬取第1页
[2016-10-25 13:29:06,520] : 爬取完成，解析0条数据
[2016-10-25 13:29:16,530] : 爬取第1页
[2016-10-25 13:29:18,305] : 爬取完成，解析0条数据
[2016-10-25 13:29:28,314] : 爬取第1页
[2016-10-25 13:29:29,293] : 爬取完成，解析0条数据
[2016-10-25 13:29:39,309] : 爬取第1页
[2016-10-25 13:29:41,988] : 爬取完成，解析0条数据
[2016-10-25 13:29:51,999] : 爬取第1页
[2016-10-25 13:29:53,337] : 爬取完成，解析0条数据
[2016-10-25 13:30:03,347] : 爬取第1页
[2016-10-25 13:30:05,299] : 爬取完成，解析0条数据
[2016-10-25 13:30:15,318] : 爬取第1页
[2016-10-25 13:30:17,296] : 爬取完成，解析0条数据
[2016-10-25 13:30:27,338] : 爬取第1页
[2016-10-25 13:30:33,097] : 爬取完成，解析0条数据
[2016-10-25 13:30:43,140] : 爬取第1页
[2016-10-25 13:30:49,211] : 爬取完成，解析0条数据
[2016-10-25 13:30:59,220] : 爬取第1页
[2016-10-25 13:31:00,027] : 爬取完成，解析0条数据
[2016-10-25 13:31:10,036] : 爬取第1页
[2016-10-25 13:31:11,693] : 爬取完成，解析0条数据
[2016-10-25 13:31:21,716] : 爬取第1页
[2016-10-25 13:31:23,771] : 爬取完成，解析0条数据
[2016-10-25 13:31:33,788] : 爬取第1页
[2016-10-25 13:31:34,778] : 爬取完成，解析0条数据
[2016-10-25 13:31:44,788] : 爬取第1页
[2016-10-25 13:31:46,149] : 爬取完成，解析0条数据
[2016-10-25 13:31:56,166] : 爬取第1页
[2016-10-25 13:31:58,788] : 爬取完成，解析0条数据
[2016-10-25 13:32:08,804] : 爬取第1页
[2016-10-25 13:32:10,092] : 爬取完成，解析0条数据
[2016-10-25 13:32:20,103] : 爬取第1页
[2016-10-25 13:32:21,450] : 爬取完成，解析0条数据
[2016-10-25 13:32:31,472] : 爬取第1页
[2016-10-25 13:32:32,829] : 爬取完成，解析0条数据
[2016-10-25 13:32:42,849] : 爬取第1页
[2016-10-25 13:32:43,617] : 爬取完成，解析0条数据
[2016-10-25 13:32:53,638] : 爬取第1页
[2016-10-25 13:32:54,560] : 爬取完成，解析0条数据
[2016-10-25 13:33:04,579] : 爬取第1页
[2016-10-25 13:33:07,261] : 爬取完成，解析0条数据
[2016-10-25 13:33:17,285] : 爬取第1页
[2016-10-25 13:33:20,722] : 成功入库6条
[2016-10-25 13:33:30,740] : 爬取第1页
[2016-10-25 13:33:34,628] : 爬取完成，解析0条数据
[2016-10-25 13:33:44,646] : 爬取第1页
[2016-10-25 13:33:59,507] : 爬取完成，解析0条数据
[2016-10-25 13:34:09,519] : 爬取第1页
[2016-10-25 13:34:35,299] : 爬取完成，解析0条数据
[2016-10-25 13:34:45,318] : 爬取第1页
[2016-10-25 13:35:17,086] : 爬取完成，解析0条数据
[2016-10-25 13:35:27,095] : 爬取第1页
[2016-10-25 13:35:29,195] : 爬取完成，解析0条数据
[2016-10-25 13:35:39,219] : 爬取第1页
[2016-10-25 13:35:42,368] : 爬取完成，解析0条数据
[2016-10-25 13:35:52,385] : 爬取第1页
[2016-10-25 13:35:56,290] : 爬取完成，解析0条数据
[2016-10-25 13:36:06,308] : 爬取第1页
[2016-10-25 13:36:09,966] : 爬取完成，解析0条数据
[2016-10-25 13:36:19,983] : 爬取第1页
[2016-10-25 13:36:20,396] : 爬取完成，解析0条数据
[2016-10-25 13:36:30,406] : 爬取第1页
[2016-10-25 13:36:31,445] : 爬取完成，解析0条数据
[2016-10-25 13:36:41,472] : 爬取第1页
[2016-10-25 13:36:42,409] : 爬取完成，解析0条数据
[2016-10-25 13:36:52,419] : 爬取第1页
[2016-10-25 13:36:53,048] : 爬取完成，解析0条数据
[2016-10-25 13:37:03,061] : 爬取第1页
[2016-10-25 13:37:05,120] : 爬取完成，解析0条数据
[2016-10-25 13:37:15,136] : 爬取第1页
[2016-10-25 13:37:16,862] : 爬取完成，解析0条数据
[2016-10-25 13:37:26,872] : 爬取第1页
[2016-10-25 13:37:27,496] : 爬取完成，解析0条数据
[2016-10-25 13:37:37,515] : 爬取第1页
[2016-10-25 13:37:37,854] : 爬取完成，解析0条数据
[2016-10-25 13:37:47,878] : 爬取第1页
[2016-10-25 13:37:48,315] : 爬取完成，解析0条数据
[2016-10-25 13:37:58,324] : 爬取第1页
[2016-10-25 13:37:59,142] : 爬取完成，解析0条数据
[2016-10-25 13:38:09,158] : 爬取第1页
[2016-10-25 13:38:09,469] : 爬取完成，解析0条数据
[2016-10-25 13:38:19,483] : 爬取第1页
[2016-10-25 13:38:20,312] : 成功入库8条
[2016-10-25 13:38:30,330] : 爬取第1页
[2016-10-25 13:38:31,558] : 爬取完成，解析0条数据
[2016-10-25 13:38:41,596] : 爬取第1页
[2016-10-25 13:38:46,569] : 爬取完成，解析0条数据
[2016-10-25 13:38:56,612] : 爬取第1页
[2016-10-25 13:38:57,641] : 爬取完成，解析0条数据
[2016-10-25 13:39:07,659] : 爬取第1页
[2016-10-25 13:39:09,824] : 爬取完成，解析0条数据
[2016-10-25 13:39:19,841] : 爬取第1页
[2016-10-25 13:39:21,595] : 爬取完成，解析0条数据
[2016-10-25 13:39:31,613] : 爬取第1页
[2016-10-25 13:39:32,542] : 爬取完成，解析0条数据
[2016-10-25 13:39:42,551] : 爬取第1页
[2016-10-25 13:39:43,070] : 爬取完成，解析0条数据
[2016-10-25 13:39:53,090] : 爬取第1页
[2016-10-25 13:39:53,347] : 爬取完成，解析0条数据
[2016-10-25 13:40:03,359] : 爬取第1页
[2016-10-25 13:40:03,676] : 爬取完成，解析0条数据
[2016-10-25 13:40:13,703] : 爬取第1页
[2016-10-25 13:40:14,507] : 爬取完成，解析0条数据
[2016-10-25 13:40:24,516] : 爬取第1页
[2016-10-25 13:40:25,230] : 爬取完成，解析0条数据
[2016-10-25 13:40:35,242] : 爬取第1页
[2016-10-25 13:40:36,411] : 爬取完成，解析0条数据
[2016-10-25 13:40:46,418] : 爬取第1页
[2016-10-25 13:40:47,173] : 爬取完成，解析0条数据
[2016-10-25 13:40:57,206] : 爬取第1页
[2016-10-25 13:40:57,739] : 爬取完成，解析0条数据
[2016-10-25 13:41:07,752] : 爬取第1页
[2016-10-25 13:41:08,444] : 爬取完成，解析0条数据
[2016-10-25 13:41:18,459] : 爬取第1页
[2016-10-25 13:41:18,852] : 爬取完成，解析0条数据
[2016-10-25 13:41:28,873] : 爬取第1页
[2016-10-25 13:41:29,437] : 爬取完成，解析0条数据
[2016-10-25 13:41:39,450] : 爬取第1页
[2016-10-25 13:41:39,988] : 爬取完成，解析0条数据
[2016-10-25 13:41:49,997] : 爬取第1页
[2016-10-25 13:41:50,708] : 爬取完成，解析0条数据
[2016-10-25 13:42:00,717] : 爬取第1页
[2016-10-25 13:42:01,212] : 爬取完成，解析0条数据
[2016-10-25 13:42:11,230] : 爬取第1页
[2016-10-25 13:42:11,972] : 爬取完成，解析0条数据
[2016-10-25 13:42:21,982] : 爬取第1页
[2016-10-25 13:42:22,903] : 爬取完成，解析0条数据
[2016-10-25 13:42:32,919] : 爬取第1页
[2016-10-25 13:42:33,806] : 爬取完成，解析0条数据
[2016-10-25 13:42:43,829] : 爬取第1页
[2016-10-25 13:42:45,642] : 爬取完成，解析0条数据
[2016-10-25 13:42:55,651] : 爬取第1页
[2016-10-25 13:42:56,023] : 爬取完成，解析0条数据
[2016-10-25 13:43:06,033] : 爬取第1页
[2016-10-25 13:43:06,523] : 爬取完成，解析0条数据
[2016-10-25 13:43:16,540] : 爬取第1页
[2016-10-25 13:43:18,605] : 成功入库4条
[2016-10-25 13:43:28,626] : 爬取第1页
[2016-10-25 13:43:29,645] : 爬取完成，解析0条数据
[2016-10-25 13:43:39,654] : 爬取第1页
[2016-10-25 13:43:40,812] : 爬取完成，解析0条数据
[2016-10-25 13:43:50,831] : 爬取第1页
[2016-10-25 13:43:51,503] : 爬取完成，解析0条数据
[2016-10-25 13:44:01,515] : 爬取第1页
[2016-10-25 13:44:03,997] : 爬取完成，解析0条数据
[2016-10-25 13:44:14,010] : 爬取第1页
[2016-10-25 13:44:14,568] : 爬取完成，解析0条数据
[2016-10-25 13:44:24,579] : 爬取第1页
[2016-10-25 13:44:26,301] : 爬取完成，解析0条数据
[2016-10-25 13:44:36,310] : 爬取第1页
[2016-10-25 13:44:37,143] : 爬取完成，解析0条数据
[2016-10-25 13:44:47,159] : 爬取第1页
[2016-10-25 13:44:54,480] : 爬取完成，解析0条数据
[2016-10-25 13:45:04,501] : 爬取第1页
[2016-10-25 13:45:09,560] : 爬取完成，解析0条数据
[2016-10-25 13:45:19,581] : 爬取第1页
[2016-10-25 13:45:24,409] : 爬取完成，解析0条数据
[2016-10-25 13:45:34,424] : 爬取第1页
[2016-10-25 13:45:36,734] : 爬取完成，解析0条数据
[2016-10-25 13:45:46,748] : 爬取第1页
[2016-10-25 13:45:49,547] : 爬取完成，解析0条数据
[2016-10-25 13:45:59,557] : 爬取第1页
[2016-10-25 13:46:01,805] : 爬取完成，解析0条数据
[2016-10-25 13:46:11,823] : 爬取第1页
[2016-10-25 13:46:13,237] : 爬取完成，解析0条数据
[2016-10-25 13:46:23,260] : 爬取第1页
[2016-10-25 13:46:24,559] : 爬取完成，解析0条数据
[2016-10-25 13:46:34,575] : 爬取第1页
[2016-10-25 13:46:35,414] : 爬取完成，解析0条数据
[2016-10-25 13:46:45,428] : 爬取第1页
[2016-10-25 13:46:46,035] : 爬取完成，解析0条数据
[2016-10-25 13:46:56,044] : 爬取第1页
[2016-10-25 13:46:58,694] : 爬取完成，解析0条数据
[2016-10-25 13:47:08,721] : 爬取第1页
[2016-10-25 13:47:44,447] : 爬取完成，解析0条数据
[2016-10-25 13:47:54,461] : 爬取第1页
[2016-10-25 13:48:01,639] : 爬取完成，解析0条数据
[2016-10-25 13:48:11,647] : 爬取第1页
[2016-10-25 13:48:30,330] : 爬取完成，解析0条数据
[2016-10-25 13:48:40,358] : 爬取第1页
[2016-10-25 13:48:46,198] : 成功入库1条
[2016-10-25 13:48:56,208] : 爬取第1页
[2016-10-25 13:48:56,597] : 爬取完成，解析0条数据
[2016-10-25 13:49:06,614] : 爬取第1页
[2016-10-25 13:49:06,926] : 爬取完成，解析0条数据
[2016-10-25 13:49:16,939] : 爬取第1页
[2016-10-25 13:49:18,217] : 爬取完成，解析0条数据
[2016-10-25 13:49:28,226] : 爬取第1页
[2016-10-25 13:49:29,238] : 爬取完成，解析0条数据
[2016-10-25 13:49:39,265] : 爬取第1页
[2016-10-25 13:49:40,368] : 爬取完成，解析0条数据
[2016-10-25 13:49:50,376] : 爬取第1页
[2016-10-25 13:49:51,138] : 爬取完成，解析0条数据
[2016-10-25 13:50:01,148] : 爬取第1页
[2016-10-25 13:50:01,597] : 爬取完成，解析0条数据
[2016-10-25 13:50:11,616] : 爬取第1页
[2016-10-25 13:50:13,030] : 爬取完成，解析0条数据
[2016-10-25 13:50:23,055] : 爬取第1页
[2016-10-25 13:50:23,662] : 爬取完成，解析0条数据
[2016-10-25 13:50:33,673] : 爬取第1页
[2016-10-25 13:50:34,481] : 爬取完成，解析0条数据
[2016-10-25 13:50:44,501] : 爬取第1页
[2016-10-25 13:50:47,489] : 爬取完成，解析0条数据
[2016-10-25 13:50:57,519] : 爬取第1页
[2016-10-25 13:50:57,831] : 爬取完成，解析0条数据
[2016-10-25 13:51:07,842] : 爬取第1页
[2016-10-25 13:51:09,462] : 爬取完成，解析0条数据
[2016-10-25 13:51:19,480] : 爬取第1页
[2016-10-25 13:51:20,035] : 爬取完成，解析0条数据
[2016-10-25 13:51:30,044] : 爬取第1页
[2016-10-25 13:51:31,790] : 爬取完成，解析0条数据
[2016-10-25 13:51:41,803] : 爬取第1页
[2016-10-25 13:51:42,504] : 爬取完成，解析0条数据
[2016-10-25 13:51:52,514] : 爬取第1页
[2016-10-25 13:51:52,875] : 爬取完成，解析0条数据
[2016-10-25 13:52:02,884] : 爬取第1页
[2016-10-25 13:52:03,878] : 爬取完成，解析0条数据
[2016-10-25 13:52:13,901] : 爬取第1页
[2016-10-25 13:52:14,783] : 爬取完成，解析0条数据
[2016-10-25 13:52:24,802] : 爬取第1页
[2016-10-25 13:52:25,170] : 爬取完成，解析0条数据
[2016-10-25 13:52:35,192] : 爬取第1页
[2016-10-25 13:52:37,845] : 爬取完成，解析0条数据
[2016-10-25 13:52:47,853] : 爬取第1页
[2016-10-25 13:52:48,829] : 爬取完成，解析0条数据
[2016-10-25 13:52:58,853] : 爬取第1页
[2016-10-25 13:52:59,749] : 爬取完成，解析0条数据
[2016-10-25 13:53:09,758] : 爬取第1页
[2016-10-25 13:53:10,958] : 爬取完成，解析0条数据
[2016-10-25 13:53:20,978] : 爬取第1页
[2016-10-25 13:53:24,377] : 成功入库6条
[2016-10-25 13:53:34,393] : 爬取第1页
[2016-10-25 13:53:36,076] : 爬取完成，解析0条数据
[2016-10-25 13:53:46,085] : 爬取第1页
[2016-10-25 13:53:48,456] : 爬取完成，解析0条数据
[2016-10-25 13:53:58,481] : 爬取第1页
[2016-10-25 13:53:59,471] : 爬取完成，解析0条数据
[2016-10-25 13:54:09,494] : 爬取第1页
[2016-10-25 13:54:10,264] : 爬取完成，解析0条数据
[2016-10-25 13:54:20,274] : 爬取第1页
[2016-10-25 13:54:21,277] : 爬取完成，解析0条数据
[2016-10-25 13:54:31,295] : 爬取第1页
[2016-10-25 13:54:32,314] : 爬取完成，解析0条数据
[2016-10-25 13:54:42,324] : 爬取第1页
[2016-10-25 13:54:43,001] : 爬取完成，解析0条数据
[2016-10-25 13:54:53,016] : 爬取第1页
[2016-10-25 13:54:53,327] : 爬取完成，解析0条数据
[2016-10-25 13:55:03,337] : 爬取第1页
[2016-10-25 13:55:03,821] : 爬取完成，解析0条数据
[2016-10-25 13:55:13,839] : 爬取第1页
